Points removed: 0, Discriminating Tests: 8615
Points removed: 1, Discriminating Tests: 7614
Points removed: 2, Discriminating Tests: 6324
Points removed: 3, Discriminating Tests: 6007
Points removed: 4, Discriminating Tests: 4366
Points removed: 5, Discriminating Tests: 3658
Points removed: 6, Discriminating Tests: 3813
Points removed: 7, Discriminating Tests: 3222
Points removed: 8, Discriminating Tests: 1978
Points removed: 9, Discriminating Tests: 521
Points removed: 10, Discriminating Tests: 532
Points removed: 11, Discriminating Tests: 1298
Points removed: 12, Discriminating Tests: 607
Points removed: 13, Discriminating Tests: 871
Points removed: 14, Discriminating Tests: 1759
Points removed: 15, Discriminating Tests: 1930
Points removed: 16, Discriminating Tests: 2168
Points removed: 17, Discriminating Tests: 3870
Points removed: 18, Discriminating Tests: 3151
Points removed: 19, Discriminating Tests: 4450
Points removed: 20, Discriminating Tests: 4564
Points removed: 21, Discriminating Tests: 6259
Points removed: 22, Discriminating Tests: 5720
Points removed: 23, Discriminating Tests: 5972
Points removed: 24, Discriminating Tests: 6859
Points removed: 25, Discriminating Tests: 6868
Points removed: 26, Discriminating Tests: 7219
Points removed: 27, Discriminating Tests: 7934
Points removed: 28, Discriminating Tests: 7685
Points removed: 29, Discriminating Tests: 8409
Points removed: 30, Discriminating Tests: 10203
Points removed: 31, Discriminating Tests: 11102
Points removed: 32, Discriminating Tests: 10103
Points removed: 33, Discriminating Tests: 11246
Points removed: 34, Discriminating Tests: 11717
Points removed: 35, Discriminating Tests: 12697
Points removed: 36, Discriminating Tests: 10876
Points removed: 37, Discriminating Tests: 11166
Points removed: 38, Discriminating Tests: 11549
Points removed: 39, Discriminating Tests: 11694
Points removed: 40, Discriminating Tests: 12556
Points removed: 41, Discriminating Tests: 13457
Points removed: 42, Discriminating Tests: 13245
Points removed: 43, Discriminating Tests: 14110
Points removed: 44, Discriminating Tests: 14812
Points removed: 45, Discriminating Tests: 15242
Points removed: 46, Discriminating Tests: 14564
Points removed: 47, Discriminating Tests: 15824
Points removed: 48, Discriminating Tests: 16013
Points removed: 49, Discriminating Tests: 16346
Points removed: 50, Discriminating Tests: 16349
Points removed: 51, Discriminating Tests: 17541
Points removed: 52, Discriminating Tests: 17011
Points removed: 53, Discriminating Tests: 18620
Points removed: 54, Discriminating Tests: 18573
Points removed: 55, Discriminating Tests: 18595
Points removed: 56, Discriminating Tests: 19182
Points removed: 57, Discriminating Tests: 18526
Points removed: 58, Discriminating Tests: 19478
Points removed: 59, Discriminating Tests: 18874
Points removed: 60, Discriminating Tests: 19950
Points removed: 61, Discriminating Tests: 19745
Points removed: 62, Discriminating Tests: 20098
Points removed: 63, Discriminating Tests: 20468
Points removed: 64, Discriminating Tests: 21184
Points removed: 65, Discriminating Tests: 22421
Points removed: 66, Discriminating Tests: 23108
Points removed: 67, Discriminating Tests: 23121
Points removed: 68, Discriminating Tests: 22876
Points removed: 69, Discriminating Tests: 24036
Points removed: 70, Discriminating Tests: 24458
Points removed: 71, Discriminating Tests: 24422
Points removed: 72, Discriminating Tests: 24588
Points removed: 73, Discriminating Tests: 26072
Points removed: 74, Discriminating Tests: 26579
Points removed: 75, Discriminating Tests: 27216
Points removed: 76, Discriminating Tests: 27864
Points removed: 77, Discriminating Tests: 28258
Points removed: 78, Discriminating Tests: 29120
Points removed: 79, Discriminating Tests: 28727
